month,year,year_month,category,item,quantity,priority,vat,cost
April,2019,2019-04,food,Beef livers,2kg,no,yes,
April,2019,2019-04,food,Brown bread,25 loaves,no,no,246.58
April,2019,2019-04,food,Butternut,10kg,no,no,43.9
April,2019,2019-04,food,Cabbage,2 heads,no,no,27.49
April,2019,2019-04,food,Cake Flour,10kg,yes,no,73.66
April,2019,2019-04,food,Canned beans,410g x6,no,yes,61.29
April,2019,2019-04,food,Carrots,5kg,no,no,29.24
April,2019,2019-04,food,Chicken feet,5kg,no,yes,119
April,2019,2019-04,food,Chicken livers,2kg,no,yes,
April,2019,2019-04,food,Cooking oil,5L,yes,no,78.66
April,2019,2019-04,food,Cremora,800g,no,yes,31.82
April,2019,2019-04,food,Curry powder,200g,yes,yes,28.66
April,2019,2019-04,food,Eggs,60 eggs,no,no,88.32
April,2019,2019-04,food,Fish,2kg,no,yes,
April,2019,2019-04,food,Frozen chicken portions,10kg,yes,yes,314.99
April,2019,2019-04,food,Full cream milk,6L,no,yes,
April,2019,2019-04,food,Gizzards,2kg,no,yes,52.25
April,2019,2019-04,food,Green pepper,2kg,no,yes,
April,2019,2019-04,food,Inyama yangapakhathi,2kg,no,yes,54.24
April,2019,2019-04,food,Maas,4L,no,no,41.66
April,2019,2019-04,food,Maize meal,35kg,yes,no,248.48
April,2019,2019-04,food,Margarine,1kg x2,no,yes,67.58
April,2019,2019-04,food,Onions,10kg,yes,no,52.47
April,2019,2019-04,food,Oranges,7kg,no,yes,
April,2019,2019-04,food,Peanut butter,400g x2,no,yes,54.31
April,2019,2019-04,food,Polony,2.5kg,no,yes,58.99
April,2019,2019-04,food,Potatoes,10kg,yes,no,49.97
April,2019,2019-04,food,Rice,10kg,yes,no,80.49
April,2019,2019-04,food,Salt,1kg,yes,yes,14.44
April,2019,2019-04,food,Samp,5kg,yes,no,30.32
April,2019,2019-04,food,Soup,400g x2,yes,yes,27.48
April,2019,2019-04,food,Spinach,8 bunches,no,no,55.92
April,2019,2019-04,food,Sugar beans,5kg,yes,no,85.66
April,2019,2019-04,food,Tea,250g,yes,yes,30.82
April,2019,2019-04,food,Tinned pilchards,400g x6,no,no,89.79
April,2019,2019-04,food,Tomatoes,6kg,no,no,72.66
April,2019,2019-04,food,White bread,25 loaves,no,yes,266.5
April,2019,2019-04,food,White sugar,10kg,yes,yes,134.66
April,2019,2019-04,food,Wors,2kg,no,yes,78.74
April,2019,2019-04,food,Total,44 items,n/a,yes,3076.76
May,2019,2019-05,food,Stock cubes,24 cubes x2,yes,yes,36.38
May,2019,2019-05,food,Apples,1.5kg,no,no,15.39
May,2019,2019-05,food,Apricot jam,900g x2,no,yes,52.38
May,2019,2019-05,food,Bananas,4kg,no,no,52.76
May,2019,2019-05,food,Beef,2kg,no,yes,133.49
May,2019,2019-05,food,Beef livers,2kg,no,yes,
May,2019,2019-05,food,Brown bread,25 loaves,no,no,240.95
May,2019,2019-05,food,Butternut,10kg,no,no,52.9
May,2019,2019-05,food,Cabbage,2 heads,no,no,25.32
May,2019,2019-05,food,Cake Flour,10kg,yes,no,69.99
May,2019,2019-05,food,Canned beans,410g x6,no,yes,63.17
May,2019,2019-05,food,Carrots,5kg,no,no,31.99
May,2019,2019-05,food,Chicken feet,5kg,no,yes,118.5
May,2019,2019-05,food,Chicken livers,2kg,no,yes,
May,2019,2019-05,food,Cooking oil,5L,yes,no,80.79
May,2019,2019-05,food,Cremora,800g,no,yes,30.99
May,2019,2019-05,food,Curry powder,200g,yes,yes,27.59
May,2019,2019-05,food,Eggs,60 eggs,no,no,85.99
May,2019,2019-05,food,Fish,2kg,no,yes,
May,2019,2019-05,food,Frozen chicken portions,10kg,yes,yes,310.49
May,2019,2019-05,food,Full cream milk,6L,no,yes,
May,2019,2019-05,food,Gizzards,2kg,no,yes,47.99
May,2019,2019-05,food,Green pepper,2kg,no,yes,
May,2019,2019-05,food,Inyama yangapakhathi,2kg,no,yes,48.24
May,2019,2019-05,food,Maas,4L,no,no,41.79
May,2019,2019-05,food,Maize meal,35kg,yes,no,227.97
May,2019,2019-05,food,Margarine,1kg x2,no,yes,65.58
May,2019,2019-05,food,Onions,10kg,yes,no,51.47
May,2019,2019-05,food,Oranges,7kg,no,yes,
May,2019,2019-05,food,Peanut butter,400g x2,no,yes,47.18
May,2019,2019-05,food,Polony,2.5kg,no,yes,69.33
May,2019,2019-05,food,Potatoes,10kg,yes,no,62.42
May,2019,2019-05,food,Rice,10kg,yes,no,79.99
May,2019,2019-05,food,Salt,1kg,yes,yes,14.79
May,2019,2019-05,food,Samp,5kg,yes,no,29.39
May,2019,2019-05,food,Soup,400g x2,yes,yes,27.18
May,2019,2019-05,food,Spinach,8 bunches,no,no,55.92
May,2019,2019-05,food,Sugar beans,5kg,yes,no,85.39
May,2019,2019-05,food,Tea,250g,yes,yes,29.39
May,2019,2019-05,food,Tinned pilchards,400g x6,no,no,90.17
May,2019,2019-05,food,Tomatoes,6kg,no,no,65.39
May,2019,2019-05,food,White bread,25 loaves,no,yes,259.85
May,2019,2019-05,food,White sugar,10kg,yes,yes,142.39
May,2019,2019-05,food,Wors,2kg,no,yes,80.24
May,2019,2019-05,food,Total,44 items,n/a,yes,3051.11
June,2019,2019-06,food,Stock cubes,24 cubes x2,yes,yes,33.98
June,2019,2019-06,food,Apples,1.5kg,no,no,15.39
June,2019,2019-06,food,Apricot jam,900g x2,no,yes,51.18
June,2019,2019-06,food,Bananas,4kg,no,no,48.76
June,2019,2019-06,food,Beef,2kg,no,yes,126.98
June,2019,2019-06,food,Beef livers,2kg,no,yes,
June,2019,2019-06,food,Brown bread,25 loaves,no,no,240.95
June,2019,2019-06,food,Butternut,10kg,no,no,50.27
June,2019,2019-06,food,Cabbage,2 heads,no,no,24.99
June,2019,2019-06,food,Cake Flour,10kg,yes,no,67.59
June,2019,2019-06,food,Canned beans,410g x6,no,yes,63.17
June,2019,2019-06,food,Carrots,5kg,no,no,22.49
June,2019,2019-06,food,Chicken feet,5kg,no,yes,127.24
June,2019,2019-06,food,Chicken livers,2kg,no,yes,
June,2019,2019-06,food,Cooking oil,5L,yes,no,79.19
June,2019,2019-06,food,Cremora,800g,no,yes,31.19
June,2019,2019-06,food,Curry powder,200g,yes,yes,28.79
June,2019,2019-06,food,Eggs,60 eggs,no,no,86.99
June,2019,2019-06,food,Fish,2kg,no,yes,
June,2019,2019-06,food,Frozen chicken portions,10kg,yes,yes,329.99
June,2019,2019-06,food,Full cream milk,6L,no,yes,
June,2019,2019-06,food,Gizzards,2kg,no,yes,62.48
June,2019,2019-06,food,Green pepper,2kg,no,yes,
June,2019,2019-06,food,Inyama yangapakhathi,2kg,no,yes,61.98
June,2019,2019-06,food,Maas,4L,no,no,40.39
June,2019,2019-06,food,Maize meal,35kg,yes,no,223.52
June,2019,2019-06,food,Margarine,1kg x2,no,yes,64.58
June,2019,2019-06,food,Onions,10kg,yes,no,53.27
June,2019,2019-06,food,Oranges,7kg,no,yes,
June,2019,2019-06,food,Peanut butter,400g x2,no,yes,47.98
June,2019,2019-06,food,Polony,2.5kg,no,yes,63.89
June,2019,2019-06,food,Potatoes,10kg,yes,no,50.56
June,2019,2019-06,food,Rice,10kg,yes,no,78.59
June,2019,2019-06,food,Salt,1kg,yes,yes,14.79
June,2019,2019-06,food,Samp,5kg,yes,no,31.39
June,2019,2019-06,food,Soup,400g x2,yes,yes,27.18
June,2019,2019-06,food,Spinach,8 bunches,no,no,59.92
June,2019,2019-06,food,Sugar beans,5kg,yes,no,84.79
June,2019,2019-06,food,Tea,250g,yes,yes,27.59
June,2019,2019-06,food,Tinned pilchards,400g x6,no,no,90.17
June,2019,2019-06,food,Tomatoes,6kg,no,no,68.79
June,2019,2019-06,food,White bread,25 loaves,no,yes,259.85
June,2019,2019-06,food,White sugar,10kg,yes,yes,142.19
June,2019,2019-06,food,Wors,2kg,no,yes,82.24
June,2019,2019-06,food,Total,44 items,n/a,yes,3065.28
July,2019,2019-07,food,Stock cubes,24 cubes x2,yes,yes,35.18
July,2019,2019-07,food,Apples,1.5kg,no,no,15.19
July,2019,2019-07,food,Apricot jam,900g x2,no,yes,52.78
July,2019,2019-07,food,Bananas,4kg,no,no,50.36
July,2019,2019-07,food,Beef,2kg,no,yes,127.98
July,2019,2019-07,food,Beef livers,2kg,no,yes,
July,2019,2019-07,food,Brown bread,25 loaves,no,no,238.4
July,2019,2019-07,food,Butternut,10kg,no,no,55.98
July,2019,2019-07,food,Cabbage,2 heads,no,no,21.98
July,2019,2019-07,food,Cake Flour,10kg,yes,no,66.79
July,2019,2019-07,food,Canned beans,410g x6,no,yes,62.36
July,2019,2019-07,food,Carrots,5kg,no,no,25.49
July,2019,2019-07,food,Chicken feet,5kg,no,yes,124.74
July,2019,2019-07,food,Chicken livers,2kg,no,yes,
July,2019,2019-07,food,Cooking oil,5L,yes,no,79.79
July,2019,2019-07,food,Cremora,800g,no,yes,31.79
July,2019,2019-07,food,Curry powder,200g,yes,yes,26.79
July,2019,2019-07,food,Eggs,60 eggs,no,no,83.79
July,2019,2019-07,food,Fish,2kg,no,yes,
July,2019,2019-07,food,Frozen chicken portions,10kg,yes,yes,329.99
July,2019,2019-07,food,Full cream milk,6L,no,yes,
July,2019,2019-07,food,Gizzards,2kg,no,yes,61.48
July,2019,2019-07,food,Green pepper,2kg,no,yes,
July,2019,2019-07,food,Inyama yangapakhathi,2kg,no,yes,66.48
July,2019,2019-07,food,Maas,4L,no,no,40.99
July,2019,2019-07,food,Maize meal,35kg,yes,no,216.9
July,2019,2019-07,food,Margarine,1kg x2,no,yes,65.58
July,2019,2019-07,food,Onions,10kg,yes,no,54.5
July,2019,2019-07,food,Oranges,7kg,no,yes,
July,2019,2019-07,food,Peanut butter,400g x2,no,yes,48.38
July,2019,2019-07,food,Polony,2.5kg,no,yes,64.49
July,2019,2019-07,food,Potatoes,10kg,yes,no,48.71
July,2019,2019-07,food,Rice,10kg,yes,no,78.19
July,2019,2019-07,food,Salt,1kg,yes,yes,14.99
July,2019,2019-07,food,Samp,5kg,yes,no,32.79
July,2019,2019-07,food,Soup,400g x2,yes,yes,25.58
July,2019,2019-07,food,Spinach,8 bunches,no,no,61.92
July,2019,2019-07,food,Sugar beans,5kg,yes,no,86.19
July,2019,2019-07,food,Tea,250g,yes,yes,23.99
July,2019,2019-07,food,Tinned pilchards,400g x6,no,no,90.96
July,2019,2019-07,food,Tomatoes,6kg,no,no,64.99
July,2019,2019-07,food,White bread,25 loaves,no,yes,259.8
July,2019,2019-07,food,White sugar,10kg,yes,yes,139.39
July,2019,2019-07,food,Wors,2kg,no,yes,82.24
July,2019,2019-07,food,Total,44 items,n/a,yes,3057.93
August,2019,2019-08,food,Stock cubes,24 cubes x2,yes,yes,37.18
August,2019,2019-08,food,Apples,1.5kg,no,no,16.39
August,2019,2019-08,food,Apricot jam,900g x2,no,yes,52.78
August,2019,2019-08,food,Bananas,4kg,no,no,44.76
August,2019,2019-08,food,Beef,2kg,no,yes,140.99
August,2019,2019-08,food,Beef livers,2kg,no,yes,
August,2019,2019-08,food,Brown bread,25 loaves,no,no,238.4
August,2019,2019-08,food,Butternut,10kg,no,no,54.3
August,2019,2019-08,food,Cabbage,2 heads,no,no,21.58
August,2019,2019-08,food,Cake Flour,10kg,yes,no,69.99
August,2019,2019-08,food,Canned beans,410g x6,no,yes,61.75
August,2019,2019-08,food,Carrots,5kg,no,no,17.59
August,2019,2019-08,food,Chicken feet,5kg,no,yes,172.34
August,2019,2019-08,food,Chicken livers,2kg,no,yes,
August,2019,2019-08,food,Cooking oil,5L,yes,no,83.99
August,2019,2019-08,food,Cremora,800g,no,yes,32.59
August,2019,2019-08,food,Curry powder,200g,yes,yes,27.59
August,2019,2019-08,food,Eggs,60 eggs,no,no,86.19
August,2019,2019-08,food,Fish,2kg,no,yes,
August,2019,2019-08,food,Frozen chicken portions,10kg,yes,yes,307.99
August,2019,2019-08,food,Full cream milk,6L,no,yes,
August,2019,2019-08,food,Gizzards,2kg,no,yes,67.48
August,2019,2019-08,food,Green pepper,2kg,no,yes,
August,2019,2019-08,food,Inyama yangapakhathi,2kg,no,yes,58.48
August,2019,2019-08,food,Maas,4L,no,no,40.79
August,2019,2019-08,food,Maize meal,35kg,yes,no,212.66
August,2019,2019-08,food,Margarine,1kg x2,no,yes,67.58
August,2019,2019-08,food,Onions,10kg,yes,no,52.99
August,2019,2019-08,food,Oranges,7kg,no,yes,
August,2019,2019-08,food,Peanut butter,400g x2,no,yes,45.98
August,2019,2019-08,food,Polony,2.5kg,no,yes,64.49
August,2019,2019-08,food,Potatoes,10kg,yes,no,46.59
August,2019,2019-08,food,Rice,10kg,yes,no,81.39
August,2019,2019-08,food,Salt,1kg,yes,yes,15.39
August,2019,2019-08,food,Samp,5kg,yes,no,35.39
August,2019,2019-08,food,Soup,400g x2,yes,yes,26.78
August,2019,2019-08,food,Spinach,8 bunches,no,no,40
August,2019,2019-08,food,Sugar beans,5kg,yes,no,86.19
August,2019,2019-08,food,Tea,250g,yes,yes,23.39
August,2019,2019-08,food,Tinned pilchards,400g x6,no,no,91.75
August,2019,2019-08,food,Tomatoes,6kg,no,no,46.23
August,2019,2019-08,food,White bread,25 loaves,no,yes,259.8
August,2019,2019-08,food,White sugar,10kg,yes,yes,137.59
August,2019,2019-08,food,Wors,2kg,no,yes,100.19
August,2019,2019-08,food,Total,44 items,n/a,yes,3067.52
September,2019,2019-09,food,Stock cubes,24 cubes x2,yes,yes,35.98
September,2019,2019-09,food,Apples,1.5kg,no,no,17.39
September,2019,2019-09,food,Apricot jam,900g x2,no,yes,50.38
September,2019,2019-09,food,Bananas,4kg,no,no,36.76
September,2019,2019-09,food,Beef,2kg,no,yes,143.44
September,2019,2019-09,food,Beef livers,2kg,no,yes,
September,2019,2019-09,food,Brown bread,25 loaves,no,no,235.85
September,2019,2019-09,food,Butternut,10kg,no,no,51.98
September,2019,2019-09,food,Cabbage,2 heads,no,no,20.38
September,2019,2019-09,food,Cake Flour,10kg,yes,no,70.19
September,2019,2019-09,food,Canned beans,410g x6,no,yes,61.75
September,2019,2019-09,food,Carrots,5kg,no,no,18.74
September,2019,2019-09,food,Chicken feet,5kg,no,yes,157.35
September,2019,2019-09,food,Chicken livers,2kg,no,yes,
September,2019,2019-09,food,Cooking oil,5L,yes,no,88.99
September,2019,2019-09,food,Cremora,800g,no,yes,31.39
September,2019,2019-09,food,Curry powder,200g,yes,yes,28.19
September,2019,2019-09,food,Eggs,60 eggs,no,no,88.59
September,2019,2019-09,food,Fish,2kg,no,yes,
September,2019,2019-09,food,Frozen chicken portions,10kg,yes,yes,327.48
September,2019,2019-09,food,Full cream milk,6L,no,yes,
September,2019,2019-09,food,Gizzards,2kg,no,yes,61.44
September,2019,2019-09,food,Green pepper,2kg,no,yes,
September,2019,2019-09,food,Inyama yangapakhathi,2kg,no,yes,69.94
September,2019,2019-09,food,Maas,4L,no,no,41.19
September,2019,2019-09,food,Maize meal,30kg,yes,no,221.97
September,2019,2019-09,food,Margarine,1kg x2,no,yes,66.78
September,2019,2019-09,food,Onions,10kg,yes,no,52.55
September,2019,2019-09,food,Oranges,7kg,no,yes,
September,2019,2019-09,food,Peanut butter,400g x2,no,yes,47.58
September,2019,2019-09,food,Polony,2.5kg,no,yes,64.49
September,2019,2019-09,food,Potatoes,10kg,yes,no,54.42
September,2019,2019-09,food,Rice,10kg,yes,no,81.59
September,2019,2019-09,food,Salt,1kg,yes,yes,15.39
September,2019,2019-09,food,Samp,5kg,yes,no,34.59
September,2019,2019-09,food,Soup,400g x2,yes,yes,27.98
September,2019,2019-09,food,Spinach,8 bunches,no,no,40
September,2019,2019-09,food,Sugar beans,5kg,yes,no,89.99
September,2019,2019-09,food,Tea,250g,yes,yes,22.99
September,2019,2019-09,food,Tinned pilchards,400g x6,no,no,98.95
September,2019,2019-09,food,Tomatoes,6kg,no,no,69.97
September,2019,2019-09,food,White bread,25 loaves,no,yes,259.8
September,2019,2019-09,food,White sugar,10kg,yes,yes,137.59
September,2019,2019-09,food,Wors,2kg,no,yes,103.19
September,2019,2019-09,food,Total,44 items,n/a,yes,3127.21
October,2019,2019-10,food,Stock cubes,24 cubes x2,yes,yes,35.58
October,2019,2019-10,food,Apples,1.5kg,no,no,20.59
October,2019,2019-10,food,Apricot jam,900g x2,no,yes,52.38
October,2019,2019-10,food,Bananas,4kg,no,no,39.16
October,2019,2019-10,food,Beef,2kg,no,yes,140.44
October,2019,2019-10,food,Beef livers,2kg,no,yes,
October,2019,2019-10,food,Brown bread,25 loaves,no,no,235.85
October,2019,2019-10,food,Butternut,10kg,no,no,77.84
October,2019,2019-10,food,Cabbage,2 heads,no,no,22.38
October,2019,2019-10,food,Cake Flour,10kg,yes,no,74.79
October,2019,2019-10,food,Canned beans,410g x6,no,yes,63.36
October,2019,2019-10,food,Carrots,5kg,no,no,20.99
October,2019,2019-10,food,Chicken feet,5kg,no,yes,147.35
October,2019,2019-10,food,Chicken livers,2kg,no,yes,
October,2019,2019-10,food,Cooking oil,5L,yes,no,87.99
October,2019,2019-10,food,Cremora,800g,no,yes,30.99
October,2019,2019-10,food,Curry powder,200g,yes,yes,27.19
October,2019,2019-10,food,Eggs,60 eggs,no,no,87.99
October,2019,2019-10,food,Fish,2kg,no,yes,
October,2019,2019-10,food,Frozen chicken portions,10kg,yes,yes,329.98
October,2019,2019-10,food,Full cream milk,6L,no,yes,
October,2019,2019-10,food,Gizzards,2kg,no,yes,64.94
October,2019,2019-10,food,Green pepper,2kg,no,yes,
October,2019,2019-10,food,Inyama yangapakhathi,2kg,no,yes,66.44
October,2019,2019-10,food,Maas,4L,no,no,41.39
October,2019,2019-10,food,Maize meal,30kg,yes,no,219.22
October,2019,2019-10,food,Margarine,1kg x2,no,yes,66.38
October,2019,2019-10,food,Onions,10kg,yes,no,57.13
October,2019,2019-10,food,Oranges,7kg,no,yes,
October,2019,2019-10,food,Peanut butter,400g x2,no,yes,54.78
October,2019,2019-10,food,Polony,2.5kg,no,yes,60.49
October,2019,2019-10,food,Potatoes,10kg,yes,no,72.7
October,2019,2019-10,food,Rice,10kg,yes,no,82.39
October,2019,2019-10,food,Salt,1kg,yes,yes,15.39
October,2019,2019-10,food,Samp,5kg,yes,no,35.39
October,2019,2019-10,food,Soup,400g x2,yes,yes,25.18
October,2019,2019-10,food,Spinach,8 bunches,no,no,44.77
October,2019,2019-10,food,Sugar beans,5kg,yes,no,91.99
October,2019,2019-10,food,Tea,250g,yes,yes,21.39
October,2019,2019-10,food,Tinned pilchards,400g x6,no,no,97.16
October,2019,2019-10,food,Tomatoes,6kg,no,no,69.24
October,2019,2019-10,food,White bread,25 loaves,no,yes,257.3
October,2019,2019-10,food,White sugar,10kg,yes,yes,140.19
October,2019,2019-10,food,Wors,2kg,no,yes,105.94
October,2019,2019-10,food,Total,44 items,n/a,yes,3184.63
November,2019,2019-11,food,Stock cubes,24 cubes x2,yes,yes,35.58
November,2019,2019-11,food,Apples,1.5kg,no,no,18.59
November,2019,2019-11,food,Apricot jam,900g x2,no,yes,53.58
November,2019,2019-11,food,Bananas,4kg,no,no,36.76
November,2019,2019-11,food,Beef,2kg,no,yes,139.44
November,2019,2019-11,food,Beef livers,2kg,no,yes,
November,2019,2019-11,food,Brown bread,25 loaves,no,no,229.8
November,2019,2019-11,food,Butternut,10kg,no,no,47.27
November,2019,2019-11,food,Cabbage,2 heads,no,no,23.98
November,2019,2019-11,food,Cake Flour,10kg,yes,no,75.19
November,2019,2019-11,food,Canned beans,410g x6,no,yes,65.35
November,2019,2019-11,food,Carrots,5kg,no,no,18.24
November,2019,2019-11,food,Chicken feet,5kg,no,yes,147.35
November,2019,2019-11,food,Chicken livers,2kg,no,yes,
November,2019,2019-11,food,Cooking oil,5L,yes,no,91.19
November,2019,2019-11,food,Cremora,800g,no,yes,30.59
November,2019,2019-11,food,Curry powder,200g,yes,yes,28.99
November,2019,2019-11,food,Eggs,60 eggs,no,no,87.99
November,2019,2019-11,food,Fish,2kg,no,yes,
November,2019,2019-11,food,Frozen chicken portions,10kg,yes,yes,332.94
November,2019,2019-11,food,Full cream milk,6L,no,yes,
November,2019,2019-11,food,Gizzards,2kg,no,yes,60.48
November,2019,2019-11,food,Green pepper,2kg,no,yes,
November,2019,2019-11,food,Inyama yangapakhathi,2kg,no,yes,62.44
November,2019,2019-11,food,Maas,4L,no,no,39.39
November,2019,2019-11,food,Maize meal,30kg,yes,no,221.22
November,2019,2019-11,food,Margarine,1kg x2,no,yes,69.98
November,2019,2019-11,food,Onions,10kg,yes,no,56.56
November,2019,2019-11,food,Oranges,7kg,no,yes,
November,2019,2019-11,food,Peanut butter,400g x2,no,yes,55.58
November,2019,2019-11,food,Polony,2.5kg,no,yes,60.49
November,2019,2019-11,food,Potatoes,10kg,yes,no,49.79
November,2019,2019-11,food,Rice,10kg,yes,no,84.79
November,2019,2019-11,food,Salt,1kg,yes,yes,15.39
November,2019,2019-11,food,Samp,5kg,yes,no,35.59
November,2019,2019-11,food,Soup,400g x2,yes,yes,24.78
November,2019,2019-11,food,Spinach,8 bunches,no,no,37.3
November,2019,2019-11,food,Sugar beans,5kg,yes,no,91.39
November,2019,2019-11,food,Tea,250g,yes,yes,22.99
November,2019,2019-11,food,Tinned pilchards,400g x6,no,no,100.15
November,2019,2019-11,food,Tomatoes,6kg,no,no,53.87
November,2019,2019-11,food,White bread,25 loaves,no,yes,252.3
November,2019,2019-11,food,White sugar,10kg,yes,yes,141.19
November,2019,2019-11,food,Wors,2kg,no,yes,107.94
November,2019,2019-11,food,Total,44 items,n/a,yes,3106.42
December,2019,2019-12,food,Stock cubes,24 cubes x2,yes,yes,31.18
December,2019,2019-12,food,Apples,1.5kg,no,no,19.99
December,2019,2019-12,food,Apricot jam,900g x2,no,yes,46.38
December,2019,2019-12,food,Bananas,4kg,no,no,34.96
December,2019,2019-12,food,Beef,2kg,no,yes,150.48
December,2019,2019-12,food,Beef livers,2kg,no,yes,
December,2019,2019-12,food,Brown bread,25 loaves,no,no,232.3
December,2019,2019-12,food,Butternut,10kg,no,no,52.84
December,2019,2019-12,food,Cabbage,2 heads,no,no,24.98
December,2019,2019-12,food,Cake Flour,10kg,yes,no,72.39
December,2019,2019-12,food,Canned beans,410g x6,no,yes,61.75
December,2019,2019-12,food,Carrots,5kg,no,no,24.74
December,2019,2019-12,food,Chicken feet,5kg,no,yes,168.48
December,2019,2019-12,food,Chicken livers,2kg,no,yes,
December,2019,2019-12,food,Cooking oil,5L,yes,no,88.79
December,2019,2019-12,food,Cremora,800g,no,yes,30.99
December,2019,2019-12,food,Curry powder,200g,yes,yes,26.79
December,2019,2019-12,food,Eggs,60 eggs,no,no,87.59
December,2019,2019-12,food,Fish,2kg,no,yes,
December,2019,2019-12,food,Frozen chicken portions,10kg,yes,yes,336.94
December,2019,2019-12,food,Full cream milk,6L,no,yes,
December,2019,2019-12,food,Gizzards,2kg,no,yes,68.39
December,2019,2019-12,food,Green pepper,2kg,no,yes,
December,2019,2019-12,food,Inyama yangapakhathi,2kg,no,yes,69.89
December,2019,2019-12,food,Maas,4L,no,no,38.99
December,2019,2019-12,food,Maize meal,30kg,yes,no,223.23
December,2019,2019-12,food,Margarine,1kg x2,no,yes,68.38
December,2019,2019-12,food,Onions,10kg,yes,no,53.41
December,2019,2019-12,food,Oranges,7kg,no,yes,
December,2019,2019-12,food,Peanut butter,400g x2,no,yes,54.38
December,2019,2019-12,food,Polony,2.5kg,no,yes,62.29
December,2019,2019-12,food,Potatoes,10kg,yes,no,60.74
December,2019,2019-12,food,Rice,10kg,yes,no,83.79
December,2019,2019-12,food,Salt,1kg,yes,yes,15.39
December,2019,2019-12,food,Samp,5kg,yes,no,34.59
December,2019,2019-12,food,Soup,400g x2,yes,yes,25.18
December,2019,2019-12,food,Spinach,8 bunches,no,no,42.61
December,2019,2019-12,food,Sugar beans,5kg,yes,no,87.59
December,2019,2019-12,food,Tea,250g,yes,yes,20.79
December,2019,2019-12,food,Tinned pilchards,400g x6,no,no,96.55
December,2019,2019-12,food,Tomatoes,6kg,no,no,84.99
December,2019,2019-12,food,White bread,25 loaves,no,yes,254.8
December,2019,2019-12,food,White sugar,10kg,yes,yes,142.39
December,2019,2019-12,food,Wors,2kg,no,yes,119.94
December,2019,2019-12,food,Total,44 items,n/a,yes,3199.86
January,2020,2020-01,food,Stock cubes,24 cubes x2,yes,yes,36.38
January,2020,2020-01,food,Apples,1.5kg,no,no,23.99
January,2020,2020-01,food,Apricot jam,900g x2,no,yes,49.18
January,2020,2020-01,food,Bananas,4kg,no,no,47.96
January,2020,2020-01,food,Beef,2kg,no,yes,161.98
January,2020,2020-01,food,Beef livers,2kg,no,yes,
January,2020,2020-01,food,Brown bread,25 loaves,no,no,239.8
January,2020,2020-01,food,Butternut,10kg,no,no,51.13
January,2020,2020-01,food,Cabbage,2 heads,no,no,31.98
January,2020,2020-01,food,Cake Flour,10kg,yes,no,75.19
January,2020,2020-01,food,Canned beans,410g x6,no,yes,65.35
January,2020,2020-01,food,Carrots,5kg,no,no,35.59
January,2020,2020-01,food,Chicken feet,5kg,no,yes,167.34
January,2020,2020-01,food,Chicken livers,2kg,no,yes,
January,2020,2020-01,food,Cooking oil,5L,yes,no,93.79
January,2020,2020-01,food,Cremora,800g,no,yes,32.59
January,2020,2020-01,food,Curry powder,200g,yes,yes,28.19
January,2020,2020-01,food,Eggs,60 eggs,no,no,89.79
January,2020,2020-01,food,Fish,2kg,no,yes,
January,2020,2020-01,food,Frozen chicken portions,10kg,yes,yes,341.98
January,2020,2020-01,food,Full cream milk,6L,no,yes,
January,2020,2020-01,food,Gizzards,2kg,no,yes,68.98
January,2020,2020-01,food,Green pepper,2kg,no,yes,
January,2020,2020-01,food,Inyama yangapakhathi,2kg,no,yes,69.48
January,2020,2020-01,food,Maas,4L,no,no,40.39
January,2020,2020-01,food,Maize meal,30kg,yes,no,226.23
January,2020,2020-01,food,Margarine,1kg x2,no,yes,69.98
January,2020,2020-01,food,Onions,10kg,yes,no,55.3
January,2020,2020-01,food,Oranges,7kg,no,yes,
January,2020,2020-01,food,Peanut butter,400g x2,no,yes,53.58
January,2020,2020-01,food,Polony,2.5kg,no,yes,62.49
January,2020,2020-01,food,Potatoes,10kg,yes,no,69.98
January,2020,2020-01,food,Rice,10kg,yes,no,84.59
January,2020,2020-01,food,Salt,1kg,yes,yes,15.39
January,2020,2020-01,food,Samp,5kg,yes,no,35.39
January,2020,2020-01,food,Soup,400g x2,yes,yes,29.58
January,2020,2020-01,food,Spinach,8 bunches,no,no,42.61
January,2020,2020-01,food,Sugar beans,5kg,yes,no,88.39
January,2020,2020-01,food,Tea,250g,yes,yes,21.19
January,2020,2020-01,food,Tinned pilchards,400g x6,no,no,98.16
January,2020,2020-01,food,Tomatoes,6kg,no,no,96.49
January,2020,2020-01,food,White bread,25 loaves,no,yes,259.8
January,2020,2020-01,food,White sugar,10kg,yes,yes,148.79
January,2020,2020-01,food,Wors,2kg,no,yes,130.98
January,2020,2020-01,food,Total,44 items,n/a,yes,3339.98
February,2020,2020-02,food,Stock cubes,24 cubes x2,yes,yes,33.18
February,2020,2020-02,food,Apples,1.5kg,no,no,25.74
February,2020,2020-02,food,Apricot jam,900g x2,no,yes,53.98
February,2020,2020-02,food,Bananas,4kg,no,no,39.96
February,2020,2020-02,food,Beef,2kg,no,yes,146.44
February,2020,2020-02,food,Beef livers,2kg,no,yes,
February,2020,2020-02,food,Brown bread,25 loaves,no,no,223.75
February,2020,2020-02,food,Butternut,10kg,no,no,48.27
February,2020,2020-02,food,Cabbage,2 heads,no,no,24.66
February,2020,2020-02,food,Cake Flour,10kg,yes,no,72.39
February,2020,2020-02,food,Canned beans,410g x6,no,yes,63.17
